id,id_sessao,proposicao_id,data,resumo,obj_votacao
76,4212,491974,2011-02-15 21:09:00,Aprovado o Requerimento. Sim: 391; não:22; abstenção: 3; total: 416.,URGÊNCIA PARA O PL 382/2011
273,4215,491872,2011-02-16 00:17:00,Mantida a expressão. Sim: 350; não:117; abstenção: 2; total: 469.,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)"
271,4214,491872,2011-02-16 22:38:00,Rejeitada a Emenda de Plenário de n.º 1. Sim: 106; não: 376; abstenção: 7; total: 489.,DVS - PSDB - EMENDA Nº 1
272,4214,491872,2011-02-16 23:27:00,Rejeitada a Emenda de Plenário de n.º 22. Sim: 120; não: 361; abstenção: 11; total: 492.,DVS - DEM - EMENDA Nº 22
485,4219,485274,2011-02-22 17:36:00,Rejeitado o Requerimento. Sim: 2; não: 269; abstenção:4; total: 275.,REQUERIMENTO DE RETIRADA DE PAUTA
486,4219,485274,2011-02-22 19:20:00,Rejeitado o Requerimento. Sim: 5; não: 282; abstenção: 3; total: 290.,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO
487,4220,485274,2011-02-22 20:45:00,Rejeitado o Requerimento. Sim: 14; não: 309; abstenção: 02; total: 325.,REQUERIMENTO DE RETIRADA DE PAUTA
955,4221,485275,2011-02-23 17:01:00,Rejeitado o Requerimento. Não: 276; abstenção: 3; total: 279.,REQUERIMENTO DE RETIRADA DE PAUTA
1042,4251,485758,2011-04-05 17:02:00,Rejeitado o Requerimento. Sim: 07; não: 248; abstenção: 02; total: 257.,REQUERIMENTO DE RETIRADA DE PAUTA
1043,4251,485758,2011-04-05 19:11:00,Rejeitado o Requerimento. Sim: 12; não: 298; abstenção: 04;  total: 314.,REQUERIMENTO DE CONCESSÃO DE PRAZO
1044,4252,485758,2011-04-05 20:25:00,Rejeitado o Requerimento. Sim 07; não: 267; abstenção: 04; total: 278.,REQUERIMENTO DE RETIRADA DE PAUTA
1045,4252,485758,2011-04-05 22:14:00,,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO
1046,4253,485758,2011-04-06 17:10:00,Mantida a expressão. Sim: 213; não: 68; total: 281.,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV"
1047,4253,485758,2011-04-06 19:06:00,Mantido o art. 23 do Projeto de Lei de Conversão. Sim: 203; não: 68; total: 271.,DVS - DEM - ART. 23 DO PLV
1739,4254,491963,2011-04-06 19:54:00,Aprovado o Requerimento. Sim: 336; não: 24; abstenção: 03; total: 363.,URGÊNCIA PARA PDC Nº 2600/2010
1232,4254,476031,2011-04-06 20:57:00,Rejeitado o Requerimento. Sim: 11; não: 286; abstenção: 02; total: 299.,REQUERIMENTO DE RETIRADA DE PAUTA
1233,4254,476031,2011-04-06 22:17:00,Rejeitado o Requerimento. Sim: 09; não: 270; abstenção: 02; total: 281.,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO
1234,4254,476031,2011-04-06 23:31:00,"Aprovado o Projeto de Decreto Legislativo n.º 2.600, de 2010. Sim: 285; não: 54; total: 339.",PROJETO DE DECRETO LEGISLATIVO
440,4261,487868,2011-04-13 15:57:00,Mantido o texto. Sim: 333; não: 41; abstenção: 07; total: 381.,DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV
441,4261,487868,2011-04-13 17:50:00,Suprimido o artigo: Sim: 156; não: 220; abstenção: 04; total: 380.,DVS - PV - ART. 2º  DO  PLV
1928,4272,487966,2011-04-26 18:22:00,Mantido o texto. Sim: 272; não:72; total: 344.,DVS - PSDB -  ART. 5º DO PLV
1512,4273,488607,2011-04-27 18:41:00,Rejeitado o Requerimento. Sim:55; não: 339; abstenção:02; total: 396.,REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO
1530,4280,488582,2011-05-03 22:47:00,"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 399; não: 18; abstenção: 1; total: 418.
DCD 04/05/11 PÁG 21338 COL 02.",URGÊNCIA PARA O PL Nº 1876/1999
200,4287,490387,2011-05-10 16:50:00,Rejeitado o Requerimento. Sim: 17; não: 263; abstenção: 04; total: 284.,REQUERIMENTO DE RETIRADA DE PAUTA
238,4292,17338,2011-05-11 00:00:00,,REQUERIMENTO DE RETIRADA DE PAUTA
826,4299,490375,2011-05-18 13:48:00,Rejeitado o Requerimento. Sim: 11; não: 269; abstenção: 03; total: 283.,REQUERIMENTO DE RETIRADA DE PAUTA
239,4305,17338,2011-05-24 20:52:00,"Aprovada a Emenda Substitutiva Global de Plenário n.º 186, com parecer favorável, ressalvados os destaques. Sim: 410; não: 63; abstenção: 01; total: 474.",EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186
240,4305,17338,2011-05-24 23:50:00,Aprovada a Emenda de Plenário n.º 164. Sim: 273; não: 182; abstenção: 02; total: 457.,DVS - PMDB - EMENDA Nº 164
827,4308,490375,2011-05-25 16:25:00,Mantido o texto. Sim: 270; não: 101; abstenção: 2; total: 373.,DVS - PSDB - ART. 20 DO PLV
828,4308,490375,2011-05-25 17:15:00,Rejeitada a Emenda. Sim: 94; não: 257; total: 351.,DVS - PV-PPS - EMENDA 64
829,4308,490375,2011-05-25 18:07:00,Mantido o artigo. Sim: 265; não: 118; total: 383.,DVS - DEM - ART. 24 DO PLV
356,4325,507762,2011-06-08 20:42:00,Rejeitado o Requerimento. Sim: 60; não: 293; abstenção: 8; total: 361.,MOÇÃO
225,4331,495378,2011-06-15 18:05:00,Rejeitado o Requerimento. Sim: 07; não: 271; abstenção: 01; total: 279.,REQUERIMENTO DE RETIRADA DE PAUTA
226,4332,495378,2011-06-15 20:47:00,Rejeitado o Requerimento. Sim: 07; não: 262; abstenção:02; total: 271.,REQUERIMENTO DE RETIRADA DE PAUTA
227,4332,495378,2011-06-15 23:25:00,"Aprovada a Medida Provisória n.º 527, de 2011, na forma do Projeto de Lei de Conversão apresentado, com alterações, ressalvados os destaques. Sim: 272, não: 76; abstenção: 03; total: 351.
DCD do dia 16/06/11 PAG 30802 COL 02.",PROJETO DE LEI DE CONVERSÃO
228,4342,495378,2011-06-28 18:59:00,Mantido o texto. Sim: 264; não: 88; total: 352.,DVS - DEM - CAPÍTULO I DO PLV
229,4342,495378,2011-06-28 20:23:00,Mantido o texto. Sim: 310; não: 96; abstenção: 02; total: 408.,DVS - PSDB - § 3º DO ART. 8º DO PLV
230,4343,495378,2011-06-28 21:24:00,Mantido o texto. Sim: 247; não: 83; abstenção: 02; total: 332.,DVS - PSDB - ART. 9º DO PLV
231,4343,495378,2011-06-28 21:48:00,Mantido o texto. Sim: 238; não: 75; abstenção: 01; total: 314.,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV"
232,4343,495378,2011-06-28 22:31:00,Mantido o texto. Sim: 334; não: 08; abstenção: 03; total: 345.,DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)
1483,4350,496290,2011-07-05 18:20:00,Rejeitada a Emenda. Sim: 79; não: 229; total: 308.,DVS - PSDB - EMENDA Nº 3
1484,4350,496290,2011-07-05 19:31:00,Rejeitada a Emenda. Sim: 99; não: 260; abstenção: 01; total: 360.,DVS - DEM - EMENDA Nº 34
2401,4364,499323,2011-08-03 18:01:00,Rejeitado o Requerimento. Sim: 02; não: 268; abstenção: 01; total: 271.,REQUERIMENTO DE RETIRADA DE PAUTA
2402,4364,499323,2011-08-03 19:53:00,Rejeitado o Requerimento. Sim: 02; não: 297; total: 299.,REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV
2403,4365,499323,2011-08-03 20:51:00,Rejeitado o Requerimento. Sim: 2; não: 318; abstenção: 1; total: 321.,REQUERIMENTO DE RETIRADA DE PAUTA
1835,4372,422002,2011-08-11 11:35:00,,PROJETO DE DECRETO LEGISLATIVO
1389,4376,500056,2011-08-16 19:05:00,Rejeitado o Requerimento. Sim: 06; nao: 246; abstenção: 10; total: 262.,REQUERIMENTO DE RETIRADA DE PAUTA
1390,4378,500056,2011-08-17 17:04:00,Rejeitado o Requerimento. Sim: 4; não: 256; abstenção: 10; total: 270.,REQUERIMENTO DE RETIRADA DE PAUTA
1391,4378,500056,2011-08-17 19:15:00,Aprovado o Requerimento. Sim: 316; não: 11; abstenção: 3; total: 330.,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO
1392,4379,500056,2011-08-17 21:38:00,"Mantido o texto. Sim: 218, não: 151; abstenção: 06; total: 375.",DVS - PSDB - ART. 12 DO PLV
1393,4383,500056,2011-08-23 18:44:00,Mantido o texto. Sim: 265; não: 128; abstenção: 07; total: 400.,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV"
1394,4383,500056,2011-08-23 19:56:00,,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV"
82,4384,514832,2011-08-23 20:43:00,Rejeitado o Requerimento. Sim: 111; não: 286; abstenção: 01; total: 398.,CONVOCAÇÃO DO MINISTRO DA CGU
1516,4385,501560,2011-08-24 18:08:00,Rejeitado o Requerimento. Sim: 1; não: 283; abstenção: 1; total: 285.,REQUERIMENTO DE RETIRADA DE PAUTA
1517,4386,501560,2011-08-24 20:38:00,Rejeitado o Requerimento. Sim: 4; não: 286; abstenção: 1; total: 291.,REQUERIMENTO DE RETIRADA DE PAUTA
1585,4391,495215,2011-08-30 19:13:00,,CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF
1552,4394,500079,2011-08-31 18:18:00,Aprovada a Emenda de Plenário n.º 28. Sim: 198; não :170; abstenção: 02; total: 370.,DVS - DEM - EMENDA Nº 28
1917,4394,515433,2011-08-31 19:50:00,Aprovado o Projeto de Lei Complementar n.º 87/11. Sim: 316; total: 316.,PROJETO DE LEI COMPLEMENTAR
1183,4395,497616,2011-09-01 11:32:00,,PROJETO DE DECRETO LEGISLATIVO
2354,4414,511029,2011-09-20 21:07:00,"Aprovado o Substitutivo adotado pela Comissão Especial, ressalvados os destaques. Sim: 240; não: 112; abstenção: 4; total: 356.",SUBSTITUTIVO DA COMISSÃO ESPECIAL
2397,4417,394079,2011-09-21 18:33:00,"Suprimido o texto. Sim: 76, não: 355; abstenção: 4; total: 435.",DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT
607,4417,500380,2011-09-21 19:26:00,Aprovado o Requerimento. Sim: 351; não: 42; abstenção: 11; total: 404.,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 7376/2010
39,4433,513172,2011-10-05 19:04:00,Rejeitada a emenda. Sim: 81; não: 252; abstenção: 01; total: 334.,DVS - PSDB - EMENDA Nº 8
2143,4434,260404,2011-10-05 22:44:00,Rejeitada a Emenda. Sim: 106; não: 181; total: 287.,DVS - PSDB - EMENDA Nº 18
1466,4439,501821,2011-10-11 12:51:00,,PROJETO DE DECRETO LEGISLATIVO
780,4445,513514,2011-10-19 18:39:00,Mantido o texto. Sim: 267; não: 88; abstenção: 3; total: 358.,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV"
2054,4453,513512,2011-10-26 21:16:00,Mantido o texto. Sim: 213; não: 85; não: 2; total: 300.,DVS - PPS - ART. 46 DO PLV
1467,4454,501821,2011-10-27 11:24:00,,PROJETO DE DECRETO LEGISLATIVO
1468,4457,501821,2011-11-01 12:04:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1747,4465,513496,2011-11-08 00:37:00,Aprovado o destaque de preferência para a PEC 61/2011. Sim: 358; não: 13; abstenção: 01; total: 372.,PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011
1748,4465,513496,2011-11-08 01:13:00,Rejeitada a Emenda Modificativa nº 1. Sim: 12; não: 353; abstenção: 01; total: 366.,EMENDA Nº 1
1749,4465,513496,2011-11-08 01:31:00,"Aprovada a Proposta de Emenda à Constituição n.º 61/11, ressalvados os destaques. Sim: 369; não: 44; total: 413.",PROPOSTA DE EMENDA À CONSTITUIÇÃO
1750,4465,513496,2011-11-08 02:02:00,Mantido o texto. Sim: 347; não: 43; total: 390.,DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011
1751,4465,513496,2011-11-08 02:21:00,Rejeitada a expressão constante da Emenda n.º 2. Sim: 46; não: 333; abstenção: 01; total: 380.,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015."
1743,4464,513496,2011-11-08 18:50:00,Rejeitado o Requerimento. Sim: 10; não: 299; abstenção: 02; total: 311.,REQUERIMENTO DE RETIRADA DE PAUTA
1744,4464,513496,2011-11-08 20:24:00,Rejeitado o Requerimento. Sim: 09; não: 298; abstenção: 01; total: 308.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES
1745,4464,513496,2011-11-08 21:37:00,Rejeitado o Requerimento. Sim: 07; não: 291; abstenção: 01; total: 299.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES
1746,4465,513496,2011-11-08 23:19:00,Rejeitado o Requerimento. Sim: 09; não: 282; abstenção: 02; total: 293.,REQUERIMENTO DE RETIRADA DE PAUTA
1752,4467,513496,2011-11-09 15:40:00,Rejeitado o Requerimento. Sim: 13; não: 261; abstenção: 01; total: 275.,REQUERIMENTO DE RETIRADA DE PAUTA
1753,4467,513496,2011-11-09 16:39:00,Rejeitada a expressão constante da Emenda nº 4. Sim: 43; não: 267; total: 310.,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC"
1754,4467,513496,2011-11-09 17:27:00,Mantida a expressão. Sim: 344; não: 53; abstenção: 02; total: 399.,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"""
1755,4467,513496,2011-11-09 18:30:00,Mantido o texto. Sim: 347; não: 56; abstenção: 01; total: 404.,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUÍDOS"""
1756,4468,513496,2011-11-09 20:13:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1757,4468,513496,2011-11-09 20:44:00,Rejeitado o dispositivo constante da Emenda nº 1. Sim: 68; não: 356; abstenção: 01; total: 425.,DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1
1758,4479,513496,2011-11-22 15:59:00,Rejeitado o Requerimento. Sim: 11; não: 264; total: 275.,REQUERIMENTO DE RETIRADA DE PAUTA
1759,4479,513496,2011-11-22 17:49:00,Rejeitado o Requerimento. Sim: 10; não: 262; abstenção: 01; total: 273.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES
1760,4479,513496,2011-11-22 18:32:00,"Aprovada a Proposta de Emenda à Constituição nº 61, de 2011, em segundo turno, ressalvados os destaques. Sim: 364; não: 61; abstenção: 02; total: 427.",VOTAÇÃO EM SEGUNDO TURNO
1761,4480,513496,2011-11-22 20:12:00,"Mantida a expressão ""contribuições sociais"", constante do caput do art. 76 do ADCT, objeto do Destaque para votação em separado da bancada do PSDB. Sim: 337; não: 49; total: 386","DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76"
1762,4480,513496,2011-11-22 20:55:00,"Mantida a expressão ""e de intervenção de domínio econômico"", constante do caput do art. 76 do ADCT, objeto do Destaque para votação em separado da bancada do DEM. Sim: 344; não:42; abstenção:01; total: 387.","DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76"
1763,4480,513496,2011-11-22 21:18:00,"Mantida a expressão ""já instituídos"", constante do caput do art. 76 do ADCT, objeto do Destaque para votação em separado da bancada do PSDB. Sim:348; não: 35; total: 383.","DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76"
1764,4480,513496,2011-11-22 21:30:00,"Mantida a expressão ""ou que vierem a ser criados até a referida data, seus adicionais e respectivos acréscimos legais"", constante do caput do art. 76 do ADCT, objeto do Destaque para votação em separado da bancada do PPS. Sim: 344; não: 37; total: 381.","DVS - PPS - EXP "" OU QUE VIEREM A SER CRIADOS... LEGAIS "" CAPUT ART. 76"
1765,4480,513496,2011-11-22 21:40:00,"Mantida a expressão ""ou que vierem a ser criados até a referida data"", constante do caput do art. 76 do ADCT, objeto do Destaque para votação em separado da bancada do DEM. Sim: 356; não:40; total: 396.","DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76"
1507,4481,525391,2011-11-23 18:36:00,,RECURSO
1285,4487,357094,2011-11-29 19:02:00,Rejeitado o Requerimento. Sim: 27; não: 306; abstenção: 01; total: 334.,REQUERIMENTO DE RETIRADA DE PAUTA
1286,4487,357094,2011-11-29 20:10:00,"Aprovado o Substitutivo adotado pela Comissão Especial à Proposta de Emenda à Constituição nº 98, de 2007, em primeiro turno, ressalvados os destaques. Sim: 395; não: 21; abstenção: 04; total: 420.",VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL
1287,4487,357094,2011-11-29 20:52:00,Mantido o texto. Sim: 342; não: 51; abstenção: 01; total: 394.,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST."
1288,4502,357094,2011-12-13 18:42:00,"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 98, de 2007. Sim: 393; não: 06; abstenção: 01; total: 400.",SEGUNDO TURNO
1086,4502,463268,2011-12-13 19:29:00,"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 445, de 2009. Sim: 405; abstenção: 01; total: 406.",PRIMEIRO TURNO
1887,4506,401376,2011-12-14 19:03:00,Aprovada a Emenda Aglutinativa Substitutiva Global. Sim: 401; total: 401.,EMENDA AGLUTINATIVA  SUBSTITUTIVA GLOBAL  DE PLENÁRIO Nº 1
1888,4522,401376,2012-02-14 19:52:00,"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n.º 270, de 2008. Sim: 428; não: 03; abstenção: 01; total: 432.",SEGUNDO TURNO
49,4531,366851,2012-02-28 20:26:00,"Aprovada a Subemenda Substitutiva Global oferecida pelo Relator da Comissão de Seguridade Social e Família, ressalvados os destaques. Sim: 318; não: 134; abstenção: 02; total: 454.",SUBEMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO
50,4533,366851,2012-02-29 17:59:00,Rejeitado o art. 4º do Projeto original e mantido o texto da Subemenda Substitutiva Global. Sim: 41; não: 273; abstenção: 11; total: 325.,DVS - PSDB - ART. 4º DO PROJETO ORIGINAL (E SEUS CORRESPONDENTES.)...
51,4533,366851,2012-02-29 18:48:00,"Rejeitada a Emenda nº 43, objeto do Destaque para votação em separado da bancada do PSDB. Sim: 55; não: 292; abstenção: 04; total: 351.",DVS - PSDB - EMENDA 43
52,4533,366851,2012-02-29 19:09:00,Rejeitada a Emenda nº 26. Sim: 11; não: 275; abstenção:02; total: 388.,DVS - DEM - EMENDA 26
1087,4540,463268,2012-03-06 20:06:00,"Aprovada a Proposta de Emenda à Constituição nº 445, de 2009. Sim: 407; total: 407.",SEGUNDO TURNO
1845,4542,536066,2012-03-07 19:57:00,,REQUERIMENTO DE URGÊNCIA PARA O PL Nº 2.330/2011
1184,4548,527728,2012-03-14 19:00:00,Rejeitada a Emenda nº 19. Sim: 177; não: 192; total: 369.,DVS - PSD - EMENDA 19
961,4555,435878,2012-03-20 18:57:00,Rejeitado o Requerimento. Sim: 06; não: 283; abstenção: 04; total: 293.,REQUERIMENTO DE RETIRADA DE PAUTA
2169,4555,343615,2012-03-20 20:07:00,"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 307; não: 18;  abstenção: 04; total: 329.
DCD do dia 21/03/12 PÁG 7584 COL 02.",REQUERIMENTO DE URGÊNCIA
447,4556,520245,2012-03-21 17:12:00,Prejudicado o Requerimento. Sim: 08; não: 135; abstenção: 12; total: 155.,REQUERIMENTO DE RETIRADA DE PAUTA
164,4562,131591,2012-03-27 17:56:00,"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 153, de 2003. Sim: 396; não: 02; abstenção: 01; total: 399.",PRIMEIRO TURNO
448,4564,520245,2012-03-28 21:17:00,Rejeitada a Emenda. Sim: 178; não: 237; abstenção: 03; total: 418.,DVS - PSDB/PSC/PvPps... -  EMENDA DE PLENÁRIO Nº 1
449,4565,520245,2012-03-28 22:03:00,Rejeitada a Emenda. Sim: 161; não: 229; abstenção: 01; total: 391.,DVS - PSC - EMENDA Nº 46
1766,4575,527723,2012-04-10 18:04:00,Suprimida a expressão. Sim: 81; não: 246; abstenção: 02; total: 329.,"DVS - DEM - expressão ""medicamentos"" Art. 8º PLV"
165,4576,131591,2012-04-10 18:50:00,"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 153, de 2003. Sim: 406; não: 01; abstenção: 02; total: 409.",2º TURNO
818,4577,528165,2012-04-11 19:48:00,Suprimida a expressão. Sim: 169; não: 231; total: 400.,"DVS - PT - exp. ""provenientes...público"", do Art. 1º do PLV"
819,4578,528165,2012-04-11 20:23:00,Rejeitada a Emenda. Sim: 74; não: 302; total: 376.,DVS - PSDB - Emenda nº 9
1435,4586,274311,2012-04-18 18:15:00,Aprovada a Subemenda Substitutiva oferecida pelo Relator da Comissão de Finanças e Tributação. Sim: 354; Não: 02; Abstenção: 01; Total: 357.,SUBEMENDA SUBSTITUTIVA DE PLENÁRIO
241,4595,17338,2012-04-25 18:05:00,"Rejeitados os dispositivos do Substitutivo do Senado Federal, para os quais o relator deu parecer pela rejeição, ressalvados os destaques. Sim: 184; não: 274; abstenção: 02; total: 460.",SUBSTITUTIVO DO SF - DISPOSITIVOS COM PARECER PELA REJEIÇÃO
242,4596,17338,2012-04-25 21:06:00,Rejeitado o dispositivo. Sim: 184; não: 228; abstenção: 03; total: 415.,"DVS - PT - § 7º DO ART. 62, P/ FINS DE SUA MANUTENÇÃO"
983,4609,533505,2012-05-09 18:25:00,Rejeitada a Emenda nº 15. Sim: 183; não: 188; abstenção: 01; total: 372.,DVS - PSDB - EMENDA 15
2378,4615,533535,2012-05-15 17:48:00,"Aprovado, em apreciação preliminar, o Parecer do Relator, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 229; não: 47; abstenção: 03; total: 279.",PARECER DO RELATOR PELA ADMISSIBILIDADE
2298,4617,304008,2012-05-15 20:32:00,,SUBSTITUTIVO DA COMISSÃO ESPECIAL - PRIMEIRO TURNO
1529,4619,528091,2012-05-16 18:47:00,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 287; não: 120; total: 407.,REQUERIMENTO DE URGÊNCIA
1173,4625,544136,2012-05-22 17:33:00,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 294; Não: 14; Total: 308.,REQUERIMENTO DE URGÊNCIA
27,4625,36162,2012-05-22 18:35:00,"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 438, de 2001. Sim: 360; não: 29; abstenção: 25; total: 414.",SEGUNDO TURNO
144,4632,325847,2012-05-29 17:40:00,Aprovado o Substitutivo adotado pela Comissão de Finanças e Tributação ao Projeto de Lei Complementar nº 362/2006. Sim: 299; Abstenção: 01; Total: 300.,SUBSTITUTIVO DA CFT AO PLP 362/2006
1725,4634,290677,2012-05-30 17:48:00,"Aprovado, em primeiro turno, o Substitutivo adotado pela Comissão Especial. Sim: 361; Não: 1; Total: 362.",PRIMEIRO TURNO - SUBSTITUTIVO DA COMISSÃO ESPECIAL
1297,4639,535959,2012-06-05 17:52:00,Rejeitado o Requerimento. Sim: 7; não: 263; abstenção: 01; total: 271.,REQUERIMENTO DE RETIRADA DE PAUTA
1298,4645,535959,2012-06-12 17:26:00,Rejeitado o Requerimento. Sim: 12; não: 251; abstenção: 2; total: 265.,REQUERIMENTO DE RETIRADA DE PAUTA
1299,4645,535959,2012-06-12 19:09:00,Rejeitado o Requerimento. Sim: 9; não: 261; abstenção: 3; Total: 273.,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO
1300,4645,535959,2012-06-12 19:53:00,Mantido o texto. Sim: 221; não: 150; abstenção: 3; total: 374.,DVS - PSDB - ART. 28 DO PLV
605,4648,494004,2012-06-13 18:11:00,Aprovada a Emenda oferecida pelo Relator da Comissão de Constituição e Justiça e de Cidadania. Sim: 236; não: 22; total: 258.,EMENDA DO RELATOR DA CCJC
1726,4658,290677,2012-06-26 17:42:00,"Aprovada, em segundo turno, a Proposta de Emenda à Constituição nº 416 de 2005. Sim: 326; não:1; total: 327.",SEGUNDO TURNO
2350,4660,537339,2012-06-27 18:54:00,"Prejudicado o Requerimento por falta de ""quorum"" (OBSTRUÇÃO).  Sim: 146; não: 35; abstenção: 6; total: 187.",REQUERIMENTO DE RETIRADA DE PAUTA
2018,4664,542431,2012-07-03 17:05:00,Rejeitado o Requerimento. Sim: 2; Não: 262; Total: 264.,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES
2019,4664,542431,2012-07-03 18:59:00,Rejeitado o Requerimento. Sim: 1; não: 281; total: 282.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES
2020,4665,542431,2012-07-03 20:37:00,Rejeitado o Requerimento. Sim: 6; não: 256; total: 262.,REQUERIMENTO DE RETIRADA DE PAUTA
23,4666,543448,2012-07-04 13:59:00,Rejeitado o Requerimento. Não: 262; total: 262.,REQUERIMENTO DE RETIRADA DE PAUTA
24,4667,543448,2012-07-04 17:21:00,Rejeitado o Requerimento. Sim: 3; não: 253; abstenção: 1; total: 257.,REQUERIMENTO DE RETIRADA DE PAUTA
25,4667,543448,2012-07-04 19:11:00,Rejeitada a Emenda nº 17. Sim: 70; não: 195; abstenção: 1; total: 266.,DVS - PSDB - EMENDA Nº 17
110,4675,540142,2012-07-11 11:11:00,,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES
111,4675,540142,2012-07-11 13:46:00,,REQUERIMENTO PARA  DISCUSSÃO ARTIGO POR ARTIGO
112,4676,540142,2012-07-11 16:53:00,,REQUERIMENTO DE RETIRADA DE PAUTA
113,4676,540142,2012-07-11 19:10:00,,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES
114,4677,540142,2012-07-12 11:56:00,Prejudicado o Requerimento. Sim: 3; não:47; total: 50.,REQUERIMENTO DE RETIRADA DE PAUTA
115,4680,540142,2012-07-16 18:53:00,Rejeitado o Requerimento. Sim: 3; Não: 253; Abstenção:1; Total: 257.,REQUERIMENTO DE RETIRADA DE PAUTA
116,4680,540142,2012-07-16 20:23:00,"Aprovada a Medida Provisória nº 563/2012, na forma do Projeto de Lei de Conversão nº 18/2012 adotado pela Comissão Mista, com a retificação apresentada pela Comissão, ressalvados os destaques. Sim: 299; total: 299.",PROJETO DE LEI DE CONVERSÃO
419,4711,544463,2012-09-04 20:49:00,Mantido o dispositivo (sim: 231; não: 97; abstenção: 1; total: 330).,DVS - PSDB - ART. 14 DO PLV
245,4713,545925,2012-09-05 17:14:00,Prejudicado o Requerimento. (Sim: 6; não: 159; abstenção: 5; total: 170).,REQUERIMENTO DE RETIRADA DE PAUTA
246,4722,545925,2012-09-18 17:57:00,Rejeitado o Requerimento. Sim: 5; não: 250; abstenção: 2; total: 257.,REQUERIMENTO DE RETIRADA DE PAUTA
